groups;17;アドバンス３
subgroups;70;17;心理・精神
frequencies;361;70;アドレナリン;Adrenaline;63.00
frequencies;362;70;ノルアドレナリン;Noradrenaline;27.47
frequencies;363;70;ドーパミン;Dopamine;33.73
frequencies;364;70;ヒスタミン;Histamine;43.03
frequencies;365;70;セロトニン;Serotonin;27.04,60.77,39.26
frequencies;366;70;アセチルコリン;Acetylcholine;46.723,
frequencies;367;70;オキシトシン;Oxytocin;48.90
frequencies;368;70;バソプレシン;Vasopressin;78.07
frequencies;369;70;βエンドルフィン;β endorphin;37.02
frequencies;370;70;オレキシン;Orexin;63.13
frequencies;371;70;テストステロン;Testosterone;30.28
frequencies;372;70;アストロサイト;Astrocytes;672.233
frequencies;373;70;CREB;CREB;70.78,21.07
frequencies;374;70;アクアポリン４;aquaporin 4;34.22
frequencies;375;70;MOG蛋白;MOG Protein;6.07
frequencies;376;70;IL-17A阻害;Interleukin-17A;18.08
frequencies;377;70;ERK2;ERK2;6.07,7.45
frequencies;378;70;鎮静;Sedation;83.83,8.39
frequencies;379;70;Foxk1(TAM減少);FoxK1;97.613
frequencies;380;70;がん幹細胞低下;Cancer stem cell decline;7.87,8.847
frequencies;381;70;ペタシン;Petasin;430.59
frequencies;382;70;RAS変異抑制;RAS mutation suppression;607.47
frequencies;383;70;転移条件抑制;Suppression of metastatic condition;26.73
frequencies;384;70;NK-T細胞;NK-T cells;63.66,13.60
